"video_id","name","attribute_type"
"facebook10155131927994205","Afro Hairstyle","Rekognition Labels"
"facebook10154407910979205","American Flag","Rekognition Labels"
"facebook10153515981989205","American Flag","Rekognition Labels"
"facebook10154875776849205","American Flag","Rekognition Labels"
"facebook10154875697474205","Architecture","Rekognition Labels"
"facebook10153686408054205","Architecture","Rekognition Labels"
"facebook1386460418125111","Indoors","Rekognition Labels"
"facebook10153552924729205","Indoors","Rekognition Labels"
"facebook10155333763299205","Paper","Rekognition Labels"
"facebook10154155444164205","Paper","Rekognition Labels"
"facebook10154787494344205","Paper","Rekognition Labels"
"facebook10154706413024205","Paper","Rekognition Labels"
"facebook10155035197919205","Paper","Rekognition Labels"
"facebook10153755247184205","Paper","Rekognition Labels"
"facebook10153570223929205","Screen","Rekognition Labels"
"facebook10154146814364205","Screen","Rekognition Labels"
"facebook10154870267304205","Suit","Rekognition Labels"
"facebook10154684443609205","Suit","Rekognition Labels"
"facebook10155150397374205","Suit","Rekognition Labels"
"facebook10154248538534205","Trademark","Rekognition Labels"
"facebook10154065021179205","Trademark","Rekognition Labels"
"facebook10154836912159205","Vigil","Rekognition Labels"
"facebook10155113408869205","American Flag","Rekognition Labels"
"facebook10155068335464205","American Football","Rekognition Labels"
"facebook10154475706859205","Architecture","Rekognition Labels"
"facebook10154684443609205","Den","Rekognition Labels"
"facebook10154747079194205","Label","Rekognition Labels"
"facebook10154944144584205","Paper","Rekognition Labels"
"facebook10154407910979205","Paper","Rekognition Labels"
"facebook10154198505464205","Paper","Rekognition Labels"
"facebook10153752552479205","Paper","Rekognition Labels"
"facebook10154746856159205","Party","Rekognition Labels"
"facebook1386460418125111","Receipt","Rekognition Labels"
"facebook10155150397374205","Screen","Rekognition Labels"
"facebook10155147853909205","Screen","Rekognition Labels"
"facebook10153515981989205","Screen","Rekognition Labels"
"facebook10154138769114205","Screen","Rekognition Labels"
"facebook10154944144584205","Suit","Rekognition Labels"
"facebook10153528453574205","Suit","Rekognition Labels"
"facebook10155017669219205","Suit","Rekognition Labels"
"facebook10153734907314205","Trademark","Rekognition Labels"
"facebook10154944144584205","American Flag","Rekognition Labels"
"facebook10153929545604205","Architecture","Rekognition Labels"
"facebook10155156653569205","Architecture","Rekognition Labels"
"facebook10153821725409205","Bikini","Rekognition Labels"
"facebook1386460418125111","Cone","Rekognition Labels"
"facebook10155017669219205","Indoors","Rekognition Labels"
"facebook10155150397374205","Indoors","Rekognition Labels"
"facebook10153567230034205","Indoors","Rekognition Labels"
"facebook10154058667789205","Label","Rekognition Labels"
"facebook10154836912159205","Label","Rekognition Labels"
"facebook10154495684584205","Paper","Rekognition Labels"
"facebook10155113408869205","Paper","Rekognition Labels"
"facebook10155170074369205","Paper","Rekognition Labels"
"facebook10154986308819205","Paper","Rekognition Labels"
"facebook10155131927994205","Paper","Rekognition Labels"
"facebook10153684085649205","Paper","Rekognition Labels"
"facebook10154678475584205","Parthenon","Rekognition Labels"
"facebook10154678475584205","Receipt","Rekognition Labels"
"facebook10154047997774205","Suit","Rekognition Labels"
"facebook10154578321629205","Suit","Rekognition Labels"
"facebook10155131927994205","Suit","Rekognition Labels"
"facebook10153752552479205","Suit","Rekognition Labels"
"facebook10155167824359205","Suit","Rekognition Labels"
"facebook10153570223929205","Trademark","Rekognition Labels"
"facebook10155315487584205","Trademark","Rekognition Labels"
"facebook10155011149294205","Trademark","Rekognition Labels"
"facebook10154678475584205","Trademark","Rekognition Labels"
"facebook10154768807754205","Vespa","Rekognition Labels"
"facebook10155103334964205","Vigil","Rekognition Labels"
"facebook10154955635619205","Vigil","Rekognition Labels"
"facebook10154507958999205","American Flag","Rekognition Labels"
"facebook10154875776849205","American Football","Rekognition Labels"
"facebook10154875697474205","American Football","Rekognition Labels"
"facebook1386460418125111","Bed","Rekognition Labels"
"facebook10155965696925891","Cloud","Rekognition Labels"
"facebook10154410776394205","Dog","Rekognition Labels"
"facebook10154410776394205","Dress","Rekognition Labels"
"facebook10155071525564205","Headband","Rekognition Labels"
"facebook10154699846294205","Label","Rekognition Labels"
"facebook10154746856159205","Label","Rekognition Labels"
"facebook10155008400254205","Paper","Rekognition Labels"
"facebook10154728060939205","Paper","Rekognition Labels"
"facebook10154684443609205","Paper","Rekognition Labels"
"facebook10155017669219205","Paper","Rekognition Labels"
"facebook10154198505464205","Screen","Rekognition Labels"
"facebook10155071525564205","Screen","Rekognition Labels"
"facebook10154870267304205","Screen","Rekognition Labels"
"facebook10153570223929205","Suit","Rekognition Labels"
"facebook10153821725409205","Suit","Rekognition Labels"
"facebook10155035197919205","Aluminium","Rekognition Labels"
"facebook10154065021179205","Ampersand","Rekognition Labels"
"facebook10153929545604205","Ampersand","Rekognition Labels"
"facebook10154699846294205","Club","Rekognition Labels"
"facebook10154672059924205","Club","Rekognition Labels"
"facebook10153752516194205","Donut","Rekognition Labels"
"facebook10154768807754205","Dress Shirt","Rekognition Labels"
"facebook10154746856159205","File","Rekognition Labels"
"facebook10155330738704205","File","Rekognition Labels"
"facebook10154448823304205","Graphic Design","Rekognition Labels"
"facebook10154859927574205","Jar","Rekognition Labels"
"facebook1386460418125111","Jar","Rekognition Labels"
"facebook10154494316084205","Jar","Rekognition Labels"
"facebook10154058667789205","Keyboard","Rekognition Labels"
"facebook10155017669219205","Office","Rekognition Labels"
"facebook10155131927994205","Overcoat","Rekognition Labels"
"facebook10153752474144205","Overcoat","Rekognition Labels"
"facebook10155065918454205","Overcoat","Rekognition Labels"
"facebook10154696325399205","Overcoat","Rekognition Labels"
"facebook10154672059924205","Overcoat","Rekognition Labels"
"facebook10154955635619205","Overcoat","Rekognition Labels"
"facebook10154990092349205","Portrait","Rekognition Labels"
"facebook10153755247184205","Stage","Rekognition Labels"
"facebook10153686408054205","Stage","Rekognition Labels"
"facebook10153752552479205","TV","Rekognition Labels"
"facebook10154986308819205","Webpage","Rekognition Labels"
"facebook10154699846294205","Webpage","Rekognition Labels"
"facebook10154410776394205","Woman","Rekognition Labels"
"facebook10154870267304205","Worker","Rekognition Labels"
"facebook10154912630909205","Ampersand","Rekognition Labels"
"facebook10155071525564205","Ampersand","Rekognition Labels"
"facebook10154840630879205","Dress Shirt","Rekognition Labels"
"facebook10155068335464205","Highway","Rekognition Labels"
"facebook10153686408054205","Jar","Rekognition Labels"
"facebook10154706413024205","Jar","Rekognition Labels"
"facebook10154494316084205","Laughing","Rekognition Labels"
"facebook10154684443609205","Laughing","Rekognition Labels"
"facebook10154407910979205","Laughing","Rekognition Labels"
"facebook10155330738704205","Laughing","Rekognition Labels"
"facebook10154993337014205","Overcoat","Rekognition Labels"
"facebook10154912630909205","Overcoat","Rekognition Labels"
"facebook10155167824359205","Overcoat","Rekognition Labels"
"facebook10155071525564205","Overcoat","Rekognition Labels"
"facebook10154746856159205","Overcoat","Rekognition Labels"
"facebook10155131927994205","People Laughing","Rekognition Labels"
"facebook10153552924729205","People Laughing","Rekognition Labels"
"facebook10154448823304205","Stage","Rekognition Labels"
"facebook10154410776394205","TV","Rekognition Labels"
"facebook10154986308819205","Tabloid","Rekognition Labels"
"facebook10155156653569205","Tie","Rekognition Labels"
"facebook10155330738704205","Webpage","Rekognition Labels"
"facebook10154696325399205","Webpage","Rekognition Labels"
"facebook10155315487584205","Woman","Rekognition Labels"
"facebook10153567230034205","Worker","Rekognition Labels"
"facebook10154198505464205","Worker","Rekognition Labels"
"facebook10154494316084205","Ampersand","Rekognition Labels"
"facebook10153752474144205","Ampersand","Rekognition Labels"
"facebook10153755247184205","Ampersand","Rekognition Labels"
"facebook10155121139949205","Dress Shirt","Rekognition Labels"
"facebook10153552893334205","Dress Shirt","Rekognition Labels"
"facebook10154512789279205","Dress Shirt","Rekognition Labels"
"facebook10154955635619205","Dress Shirt","Rekognition Labels"
"facebook10155065918454205","File","Rekognition Labels"
"facebook10154870267304205","File","Rekognition Labels"
"facebook10153528453574205","File","Rekognition Labels"
"facebook10154747079194205","File","Rekognition Labels"
"facebook10154047997774205","Jar","Rekognition Labels"
"facebook10153570223929205","Jar","Rekognition Labels"
"facebook10155095401364205","Jar","Rekognition Labels"
"facebook10153752552479205","Jar","Rekognition Labels"
"facebook10154146814364205","Jar","Rekognition Labels"
"facebook10154859927574205","Laughing","Rekognition Labels"
"facebook10154047997774205","Office","Rekognition Labels"
"facebook1386460418125111","Office","Rekognition Labels"
"facebook10154248538534205","Overcoat","Rekognition Labels"
"facebook10154728060939205","Overcoat","Rekognition Labels"
"facebook10155113408869205","Overcoat","Rekognition Labels"
"facebook10153528453574205","People Laughing","Rekognition Labels"
"facebook10154556967779205","Planet","Rekognition Labels"
"facebook10155035197919205","Sign","Rekognition Labels"
"facebook10153515981989205","Stage","Rekognition Labels"
"facebook1386460418125111","Street Sign","Rekognition Labels"
"facebook10155156653569205","Street Sign","Rekognition Labels"
"facebook10153570223929205","TV","Rekognition Labels"
"facebook10155147853909205","TV","Rekognition Labels"
"facebook10154875776849205","Tabloid","Rekognition Labels"
"facebook10154448823304205","Torso","Rekognition Labels"
"facebook10154912630909205","Webpage","Rekognition Labels"
"facebook10154935736199205","Webpage","Rekognition Labels"
"facebook10154581247679205","Webpage","Rekognition Labels"
"facebook10153755247184205","Worker","Rekognition Labels"
"facebook10153528453574205","Worker","Rekognition Labels"
"facebook10154138769114205","Worker","Rekognition Labels"
"facebook10155150397374205","Worker","Rekognition Labels"
"facebook10155156653569205","Ampersand","Rekognition Labels"
"facebook10154138769114205","Ampersand","Rekognition Labels"
"facebook10153570223929205","Ampersand","Rekognition Labels"
"facebook10154155444164205","Ampersand","Rekognition Labels"
"facebook10154507869099205","Ampersand","Rekognition Labels"
"facebook10155068335464205","File","Rekognition Labels"
"facebook10155156653569205","File","Rekognition Labels"
"facebook10155008400254205","File","Rekognition Labels"
"facebook10154935736199205","File","Rekognition Labels"
"facebook10155011149294205","Headset","Rekognition Labels"
"facebook10154448823304205","People Laughing","Rekognition Labels"
"facebook10154138769114205","Plywood","Rekognition Labels"
"facebook10153734907314205","Sport","Rekognition Labels"
"facebook10153734907314205","Stage","Rekognition Labels"
"facebook10154494316084205","Street Sign","Rekognition Labels"
"facebook10154405732959205","TV","Rekognition Labels"
"facebook10155333763299205","TV","Rekognition Labels"
"facebook10154787494344205","Webpage","Rekognition Labels"
"facebook10153552924729205","Aisle","Rekognition Labels"
"facebook10154993337014205","Billboard","Rekognition Labels"
"facebook10154507958999205","Billboard","Rekognition Labels"
"facebook10154672059924205","Billboard","Rekognition Labels"
"facebook10154410776394205","Billboard","Rekognition Labels"
"facebook10154990092349205","Clothing","Rekognition Labels"
"facebook10154946550999205","Clothing","Rekognition Labels"
"facebook10153821725409205","Clothing","Rekognition Labels"
"facebook10155150397374205","Clothing","Rekognition Labels"
"facebook10154198505464205","File Binder","Rekognition Labels"
"facebook10154556967779205","Girl","Rekognition Labels"
"facebook10153929545604205","Girl","Rekognition Labels"
"facebook10154581247679205","Girl","Rekognition Labels"
"facebook10154672059924205","Glasses","Rekognition Labels"
"facebook10154859927574205","Jacket","Rekognition Labels"
"facebook10153686408054205","Nail","Rekognition Labels"
"facebook10154870267304205","Pavement","Rekognition Labels"
"facebook10155017669219205","Pottery","Rekognition Labels"
"facebook10154155444164205","Pottery","Rekognition Labels"
"facebook10154475706859205","Pottery","Rekognition Labels"
